"","x","y","layer_Categories","samples","yield","final_stressor","stressor"
"6864",12700,6300,"Water",NA,NA,NA,"GHG"
"6865",12900,6300,"Water",NA,NA,NA,"GHG"
"6866",13100,6300,"Water",NA,NA,NA,"GHG"
"6867",13300,6300,"Water",NA,NA,NA,"GHG"
"6868",13500,6300,"Water",NA,NA,NA,"GHG"
"6869",13700,6300,"Water",NA,NA,NA,"GHG"
"6870",13900,6300,"Small pelagic fishery",0.0027869668413381,4316.3796148353,12.0296068611737,"GHG"
"6871",14100,6300,"Small pelagic fishery",0.00115277064732053,6658.56964747677,7.67580364275061,"GHG"
"6872",14300,6300,"Salmon aquaculture",3.51366854390838,10738.7732137867,37732.4896414482,"GHG"
"6873",14500,6300,"Small pelagic fishery",0.0025449362192498,2654.34489984219,6.75513847398937,"GHG"
"6874",14700,6300,"Salmon aquaculture",1.98347866744926,11575.5143556249,22959.7857891348,"GHG"
"6875",14900,6300,"Salmon aquaculture",3.07310164417582,19984.860859821,61415.5087669409,"GHG"
"6876",15100,6300,"Water",NA,NA,NA,"GHG"
"6877",15300,6300,"Water",NA,NA,NA,"GHG"
"6878",15500,6300,"Salmon aquaculture",1.7893058414336,7633.3167299109,13658.3382143424,"GHG"
"6879",15700,6300,"Water",NA,NA,NA,"GHG"
"6880",15900,6300,"Water",NA,NA,NA,"GHG"
"6881",16100,6300,"Water",NA,NA,NA,"GHG"
"6882",16300,6300,"Water",NA,NA,NA,"GHG"
"6883",16500,6300,"Water",NA,NA,NA,"GHG"
"6884",16700,6300,"Water",NA,NA,NA,"GHG"
"6885",16900,6300,"Small pelagic fishery",0.00270125055485029,6188.87432890999,16.7177002148668,"GHG"
"6886",17100,6300,"Small pelagic fishery",0.00668093650439599,6408.45426629804,42.8144760444628,"GHG"
"6887",17300,6300,"Small pelagic fishery",0.00183767611835604,5925.4360748688,10.8890323656317,"GHG"
"6888",17500,6300,"Small pelagic fishery",0.00328033977336665,5597.89589565365,18.3630005536786,"GHG"
"6889",17700,6300,"Small pelagic fishery",0.0065075885782203,4760.75176873978,30.9810138339931,"GHG"
"6890",17900,6300,"Small pelagic fishery",0.00372471518959364,4221.5692509139,15.7241431128004,"GHG"
"6891",18100,6300,"Small pelagic fishery",0.00409737294599972,4889.19265214708,20.032845700688,"GHG"
"6892",18300,6300,"Small pelagic fishery",0.000492418052007232,6182.72775026492,3.04448675487651,"GHG"
"6893",18500,6300,"Small pelagic fishery",0.00143159685405478,3208.46202333837,4.59322413896545,"GHG"
"6894",18700,6300,"Small pelagic fishery",0.00359887036304994,5144.3919148178,18.5139995981515,"GHG"
"6895",18900,6300,"Small pelagic fishery",0.000521276315186135,8812.04495628305,4.5935103240658,"GHG"
"6896",19100,6300,"Small pelagic fishery",0.041887833532742,6691.54467944627,280.294309609551,"GHG"
"6897",19300,6300,"Small pelagic fishery",0.00605424909946782,5153.69312937401,31.2017419874461,"GHG"
"6898",19500,6300,"Small pelagic fishery",0.000817515886301977,6633.9040777677,5.42332197177856,"GHG"
"6899",19700,6300,"Small pelagic fishery",0.0042684179859515,6822.62518631274,29.121816056663,"GHG"
"6900",19900,6300,"Small pelagic fishery",0.00513045353949494,5212.13207338232,26.7406014441994,"GHG"
"6901",100,6100,"Forest",NA,NA,NA,"GHG"
"6902",300,6100,"Forest",NA,NA,NA,"GHG"
"6903",500,6100,"Forest",NA,NA,NA,"GHG"
"6904",700,6100,"Forest",NA,NA,NA,"GHG"
"6905",900,6100,"Forest",NA,NA,NA,"GHG"
"6906",1100,6100,"Forest",NA,NA,NA,"GHG"
"6907",1300,6100,"Forest",NA,NA,NA,"GHG"
"6908",1500,6100,"Forest",NA,NA,NA,"GHG"
"6909",1700,6100,"Forest",NA,NA,NA,"GHG"
"6910",1900,6100,"Forest",NA,NA,NA,"GHG"
"6911",2100,6100,"Forest",NA,NA,NA,"GHG"
"6912",2300,6100,"Forest",NA,NA,NA,"GHG"
"6913",2500,6100,"Forest",NA,NA,NA,"GHG"
"6914",2700,6100,"Forest",NA,NA,NA,"GHG"
"6915",2900,6100,"Forest",NA,NA,NA,"GHG"
"6916",3100,6100,"Forest",NA,NA,NA,"GHG"
"6917",3300,6100,"Forest",NA,NA,NA,"GHG"
"6918",3500,6100,"Forest",NA,NA,NA,"GHG"
"6919",3700,6100,"Forest",NA,NA,NA,"GHG"
"6920",3900,6100,"Forest",NA,NA,NA,"GHG"
"6921",4100,6100,"Forest",NA,NA,NA,"GHG"
"6922",4300,6100,"Forest",NA,NA,NA,"GHG"
"6923",4500,6100,"Forest",NA,NA,NA,"GHG"
"6924",4700,6100,"Forest",NA,NA,NA,"GHG"
"6925",4900,6100,"Forest",NA,NA,NA,"GHG"
"6926",5100,6100,"Forest",NA,NA,NA,"GHG"
"6927",5300,6100,"Beef",21.1391288500627,31.8940553040186,674.212544622674,"GHG"
"6928",5500,6100,"Beef",21.6503680696059,45.3445094364525,981.725319234916,"GHG"
"6929",5700,6100,"Forest",NA,NA,NA,"GHG"
"6930",5900,6100,"Forest",NA,NA,NA,"GHG"
"6931",6100,6100,"Forest",NA,NA,NA,"GHG"
"6932",6300,6100,"Forest",NA,NA,NA,"GHG"
"6933",6500,6100,"Forest",NA,NA,NA,"GHG"
"6934",6700,6100,"Forest",NA,NA,NA,"GHG"
"6935",6900,6100,"Forest",NA,NA,NA,"GHG"
"6936",7100,6100,"Forest",NA,NA,NA,"GHG"
"6937",7300,6100,"Forest",NA,NA,NA,"GHG"
"6938",7500,6100,"Forest",NA,NA,NA,"GHG"
"6939",7700,6100,"Forest",NA,NA,NA,"GHG"
"6940",7900,6100,"Beef",8.26722030032009,48.0520196799025,397.25663256907,"GHG"
"6941",8100,6100,"Beef",15.2507549073545,28.9480780622312,441.480043566053,"GHG"
"6942",8300,6100,"Corn",0.267220178717871,8831.70431738907,2360.0096060761,"GHG"
"6943",8500,6100,"Corn",8.34202853189533,12153.0373314598,101380.984168227,"GHG"
"6944",8700,6100,"Corn",0.720816052743967,11422.9573329052,8233.85101536746,"GHG"
"6945",8900,6100,"Corn",0.882838930163338,6765.40646379819,5972.76420461973,"GHG"
"6946",9100,6100,"Forest",NA,NA,NA,"GHG"
"6947",9300,6100,"Forest",NA,NA,NA,"GHG"
"6948",9500,6100,"Forest",NA,NA,NA,"GHG"
"6949",9700,6100,"Forest",NA,NA,NA,"GHG"
"6950",9900,6100,"Forest",NA,NA,NA,"GHG"
"6951",10100,6100,"Forest",NA,NA,NA,"GHG"
"6952",10300,6100,"Forest",NA,NA,NA,"GHG"
"6953",10500,6100,"Forest",NA,NA,NA,"GHG"
"6954",10700,6100,"Forest",NA,NA,NA,"GHG"
"6955",10900,6100,"Water",NA,NA,NA,"GHG"
"6956",11100,6100,"Water",NA,NA,NA,"GHG"
"6957",11300,6100,"Water",NA,NA,NA,"GHG"
"6958",11500,6100,"Water",NA,NA,NA,"GHG"
"6959",11700,6100,"Water",NA,NA,NA,"GHG"
"6960",11900,6100,"Water",NA,NA,NA,"GHG"
"6961",12100,6100,"Water",NA,NA,NA,"GHG"
"6962",12300,6100,"Water",NA,NA,NA,"GHG"
"6963",12500,6100,"Water",NA,NA,NA,"GHG"
"6964",12700,6100,"Water",NA,NA,NA,"GHG"
"6965",12900,6100,"Water",NA,NA,NA,"GHG"
"6966",13100,6100,"Water",NA,NA,NA,"GHG"
"6967",13300,6100,"Water",NA,NA,NA,"GHG"
"6968",13500,6100,"Water",NA,NA,NA,"GHG"
"6969",13700,6100,"Water",NA,NA,NA,"GHG"
"6970",13900,6100,"Water",NA,NA,NA,"GHG"
"6971",14100,6100,"Water",NA,NA,NA,"GHG"
"6972",14300,6100,"Water",NA,NA,NA,"GHG"
"6973",14500,6100,"Salmon aquaculture",2.36786409392462,12557.4102024114,29734.2407309726,"GHG"
"6974",14700,6100,"Salmon aquaculture",2.08043459422514,17103.6227954045,35582.9685501371,"GHG"
"6975",14900,6100,"Salmon aquaculture",2.68766204713589,9688.37174183112,26039.0690290634,"GHG"
"6976",15100,6100,"Water",NA,NA,NA,"GHG"
"6977",15300,6100,"Water",NA,NA,NA,"GHG"
"6978",15500,6100,"Water",NA,NA,NA,"GHG"
"6979",15700,6100,"Water",NA,NA,NA,"GHG"
"6980",15900,6100,"Salmon aquaculture",2.28873122845686,8992.97358330604,20582.4994768001,"GHG"
"6981",16100,6100,"Water",NA,NA,NA,"GHG"
"6982",16300,6100,"Water",NA,NA,NA,"GHG"
"6983",16500,6100,"Salmon aquaculture",1.78128653878303,15874.8681811675,28277.6889960687,"GHG"
"6984",16700,6100,"Small pelagic fishery",0.00146746951005479,7643.19013743048,11.2161484862307,"GHG"
"6985",16900,6100,"Small pelagic fishery",0.00251839151805344,6671.26410674237,16.8008549411144,"GHG"
"6986",17100,6100,"Small pelagic fishery",0.000746081289900144,4991.64245507633,3.72417104160367,"GHG"
"6987",17300,6100,"Small pelagic fishery",0.00351397340759584,5208.85263159844,18.3037696315225,"GHG"
"6988",17500,6100,"Small pelagic fishery",0.00531793354273629,5215.46177489125,27.7354791135531,"GHG"
"6989",17700,6100,"Small pelagic fishery",0.000885322434866673,3466.4672199483,3.06894119955014,"GHG"
"6990",17900,6100,"Small pelagic fishery",0.00390089908772808,7810.8666340278,30.4694025270447,"GHG"
"6991",18100,6100,"Small pelagic fishery",0.018591738410347,5747.70670161272,106.859859455782,"GHG"
"6992",18300,6100,"Small pelagic fishery",0.000619698066213656,5043.39167023935,3.12538006520539,"GHG"
"6993",18500,6100,"Small pelagic fishery",0.0108866551689508,5967.74150970629,64.9687439536063,"GHG"
"6994",18700,6100,"Small pelagic fishery",0.00301733297734529,5735.62170894879,17.3062805279887,"GHG"
"6995",18900,6100,"Small pelagic fishery",0.00314939843148772,6785.14378878395,21.3691212058148,"GHG"
"6996",19100,6100,"Small pelagic fishery",0.000137226722110554,5631.20843593612,0.772752275184812,"GHG"
"6997",19300,6100,"Small pelagic fishery",0.00930356202814053,3602.55631471642,33.5166061338336,"GHG"
"6998",19500,6100,"Small pelagic fishery",0.00396176836803783,5158.49986956614,20.4367816097744,"GHG"
"6999",19700,6100,"Small pelagic fishery",0.000785994413401537,6099.404040307,4.79409750076006,"GHG"
"7000",19900,6100,"Small pelagic fishery",0.00488733542819278,4906.63680606334,23.980379895548,"GHG"
"7001",100,5900,"Beef",9.18286924314007,22.9128075312886,210.405315553059,"GHG"
"7002",300,5900,"Forest",NA,NA,NA,"GHG"
"7003",500,5900,"Forest",NA,NA,NA,"GHG"
"7004",700,5900,"Forest",NA,NA,NA,"GHG"
"7005",900,5900,"Forest",NA,NA,NA,"GHG"
"7006",1100,5900,"Forest",NA,NA,NA,"GHG"
"7007",1300,5900,"Forest",NA,NA,NA,"GHG"
"7008",1500,5900,"Forest",NA,NA,NA,"GHG"
"7009",1700,5900,"Forest",NA,NA,NA,"GHG"
"7010",1900,5900,"Forest",NA,NA,NA,"GHG"
"7011",2100,5900,"Forest",NA,NA,NA,"GHG"
"7012",2300,5900,"Forest",NA,NA,NA,"GHG"
"7013",2500,5900,"Forest",NA,NA,NA,"GHG"
"7014",2700,5900,"Forest",NA,NA,NA,"GHG"
"7015",2900,5900,"Forest",NA,NA,NA,"GHG"
"7016",3100,5900,"Forest",NA,NA,NA,"GHG"
"7017",3300,5900,"Forest",NA,NA,NA,"GHG"
"7018",3500,5900,"Forest",NA,NA,NA,"GHG"
"7019",3700,5900,"Forest",NA,NA,NA,"GHG"
"7020",3900,5900,"Forest",NA,NA,NA,"GHG"
"7021",4100,5900,"Forest",NA,NA,NA,"GHG"
"7022",4300,5900,"Forest",NA,NA,NA,"GHG"
"7023",4500,5900,"Forest",NA,NA,NA,"GHG"
"7024",4700,5900,"Forest",NA,NA,NA,"GHG"
"7025",4900,5900,"Forest",NA,NA,NA,"GHG"
"7026",5100,5900,"Forest",NA,NA,NA,"GHG"
"7027",5300,5900,"Beef",8.73941925064751,26.656302893437,232.960606657994,"GHG"
"7028",5500,5900,"Forest",NA,NA,NA,"GHG"
"7029",5700,5900,"Forest",NA,NA,NA,"GHG"
"7030",5900,5900,"Forest",NA,NA,NA,"GHG"
"7031",6100,5900,"Forest",NA,NA,NA,"GHG"
"7032",6300,5900,"Forest",NA,NA,NA,"GHG"
"7033",6500,5900,"Forest",NA,NA,NA,"GHG"
"7034",6700,5900,"Forest",NA,NA,NA,"GHG"
"7035",6900,5900,"Forest",NA,NA,NA,"GHG"
"7036",7100,5900,"Forest",NA,NA,NA,"GHG"
"7037",7300,5900,"Forest",NA,NA,NA,"GHG"
"7038",7500,5900,"Forest",NA,NA,NA,"GHG"
"7039",7700,5900,"Forest",NA,NA,NA,"GHG"
"7040",7900,5900,"Beef",24.0639271081557,56.1160037269127,1350.37142328542,"GHG"
"7041",8100,5900,"Corn",0.501754325486452,6839.80367847429,3431.90108115262,"GHG"
"7042",8300,5900,"Corn",0.586894824155166,8521.95069872888,5001.48875678948,"GHG"
"7043",8500,5900,"Corn",1.21424655151252,6155.46835384988,7474.25622160665,"GHG"
"7044",8700,5900,"Corn",2.08608603246368,6289.80679811803,13121.0781084491,"GHG"
"7045",8900,5900,"Corn",5.7234864966268,8722.61785348592,49923.7854996625,"GHG"
"7046",9100,5900,"Beef",62.6214369157373,20.1903081268978,1264.34610667783,"GHG"
"7047",9300,5900,"Beef",47.0667534297853,27.3210479336547,1285.91302653667,"GHG"
"7048",9500,5900,"Beef",17.3835284236631,42.4985553960426,738.774845691726,"GHG"
"7049",9700,5900,"Forest",NA,NA,NA,"GHG"
"7050",9900,5900,"Forest",NA,NA,NA,"GHG"
"7051",10100,5900,"Forest",NA,NA,NA,"GHG"
"7052",10300,5900,"Forest",NA,NA,NA,"GHG"
"7053",10500,5900,"Forest",NA,NA,NA,"GHG"
"7054",10700,5900,"Forest",NA,NA,NA,"GHG"
"7055",10900,5900,"Water",NA,NA,NA,"GHG"
"7056",11100,5900,"Water",NA,NA,NA,"GHG"
"7057",11300,5900,"Water",NA,NA,NA,"GHG"
"7058",11500,5900,"Water",NA,NA,NA,"GHG"
"7059",11700,5900,"Water",NA,NA,NA,"GHG"
"7060",11900,5900,"Water",NA,NA,NA,"GHG"
"7061",12100,5900,"Water",NA,NA,NA,"GHG"
"7062",12300,5900,"Water",NA,NA,NA,"GHG"
"7063",12500,5900,"Water",NA,NA,NA,"GHG"
"7064",12700,5900,"Water",NA,NA,NA,"GHG"
"7065",12900,5900,"Water",NA,NA,NA,"GHG"
"7066",13100,5900,"Water",NA,NA,NA,"GHG"
"7067",13300,5900,"Water",NA,NA,NA,"GHG"
"7068",13500,5900,"Water",NA,NA,NA,"GHG"
"7069",13700,5900,"Water",NA,NA,NA,"GHG"
"7070",13900,5900,"Water",NA,NA,NA,"GHG"
"7071",14100,5900,"Water",NA,NA,NA,"GHG"
"7072",14300,5900,"Water",NA,NA,NA,"GHG"
"7073",14500,5900,"Water",NA,NA,NA,"GHG"
"7074",14700,5900,"Water",NA,NA,NA,"GHG"
"7075",14900,5900,"Water",NA,NA,NA,"GHG"
"7076",15100,5900,"Water",NA,NA,NA,"GHG"
"7077",15300,5900,"Water",NA,NA,NA,"GHG"
"7078",15500,5900,"Water",NA,NA,NA,"GHG"
"7079",15700,5900,"Salmon aquaculture",3.69462092969331,11358.5190444566,41965.4221919692,"GHG"
"7080",15900,5900,"Salmon aquaculture",1.78421760349161,13370.1295103699,23855.2204333648,"GHG"
"7081",16100,5900,"Water",NA,NA,NA,"GHG"
"7082",16300,5900,"Salmon aquaculture",3.4442643023222,9028.83241594862,31097.6851819013,"GHG"
"7083",16500,5900,"Salmon aquaculture",3.26667922037922,6405.0399104933,20923.210781308,"GHG"
"7084",16700,5900,"Small pelagic fishery",0.00348444766966073,6592.30655064714,22.9705471980916,"GHG"
"7085",16900,5900,"Small pelagic fishery",0.00204900990116393,6983.61678252306,14.3094999333244,"GHG"
"7086",17100,5900,"Small pelagic fishery",0.0405588829927947,5144.78787409798,208.666849408289,"GHG"
"7087",17300,5900,"Small pelagic fishery",0.00775062439906409,5432.74096861447,42.1071347051384,"GHG"
"7088",17500,5900,"Small pelagic fishery",0.00105832769859136,4934.41341012146,5.22222638823218,"GHG"
"7089",17700,5900,"Small pelagic fishery",0.0027067939873161,2394.33493176375,6.48097139691902,"GHG"
"7090",17900,5900,"Small pelagic fishery",0.0280445209418004,8726.25268555493,244.723576183487,"GHG"
"7091",18100,5900,"Small pelagic fishery",0.00412246312600113,7613.87248335887,31.3879085587216,"GHG"
"7092",18300,5900,"Small pelagic fishery",0.0108614993132253,5508.03813557594,59.8255524267768,"GHG"
"7093",18500,5900,"Small pelagic fishery",0.00855216583989026,4666.40580235815,39.907876297993,"GHG"
"7094",18700,5900,"Small pelagic fishery",0.0143020201661032,6303.20768327628,90.1486033973543,"GHG"
"7095",18900,5900,"Small pelagic fishery",0.024886183849397,5898.77297534921,146.797948750395,"GHG"
"7096",19100,5900,"Small pelagic fishery",0.000954548063580251,5245.31979041912,5.00690984880374,"GHG"
"7097",19300,5900,"Small pelagic fishery",0.00128804085668573,5115.8759571219,6.5894572505092,"GHG"
"7098",19500,5900,"Small pelagic fishery",0.00215012938755853,6170.06987372267,13.2664485587806,"GHG"
"7099",19700,5900,"Small pelagic fishery",0.0123552218413246,6518.32284577517,80.5353247929266,"GHG"
"7100",19900,5900,"Small pelagic fishery",0.00102659781864067,6835.88080249254,7.01770032032647,"GHG"
"7101",100,5700,"Forest",NA,NA,NA,"GHG"
"7102",300,5700,"Forest",NA,NA,NA,"GHG"
"7103",500,5700,"Forest",NA,NA,NA,"GHG"
"7104",700,5700,"Forest",NA,NA,NA,"GHG"
"7105",900,5700,"Forest",NA,NA,NA,"GHG"
"7106",1100,5700,"Forest",NA,NA,NA,"GHG"
"7107",1300,5700,"Forest",NA,NA,NA,"GHG"
"7108",1500,5700,"Forest",NA,NA,NA,"GHG"
"7109",1700,5700,"Forest",NA,NA,NA,"GHG"
"7110",1900,5700,"Forest",NA,NA,NA,"GHG"
"7111",2100,5700,"Forest",NA,NA,NA,"GHG"
"7112",2300,5700,"Forest",NA,NA,NA,"GHG"
"7113",2500,5700,"Forest",NA,NA,NA,"GHG"
"7114",2700,5700,"Forest",NA,NA,NA,"GHG"
"7115",2900,5700,"Forest",NA,NA,NA,"GHG"
"7116",3100,5700,"Forest",NA,NA,NA,"GHG"
"7117",3300,5700,"Water",NA,NA,NA,"GHG"
"7118",3500,5700,"Forest",NA,NA,NA,"GHG"
"7119",3700,5700,"Forest",NA,NA,NA,"GHG"
"7120",3900,5700,"Forest",NA,NA,NA,"GHG"
"7121",4100,5700,"Forest",NA,NA,NA,"GHG"
"7122",4300,5700,"Forest",NA,NA,NA,"GHG"
"7123",4500,5700,"Forest",NA,NA,NA,"GHG"
"7124",4700,5700,"Forest",NA,NA,NA,"GHG"
"7125",4900,5700,"Forest",NA,NA,NA,"GHG"
"7126",5100,5700,"Forest",NA,NA,NA,"GHG"
"7127",5300,5700,"Forest",NA,NA,NA,"GHG"
"7128",5500,5700,"Forest",NA,NA,NA,"GHG"
"7129",5700,5700,"Forest",NA,NA,NA,"GHG"
"7130",5900,5700,"Forest",NA,NA,NA,"GHG"
"7131",6100,5700,"Forest",NA,NA,NA,"GHG"
"7132",6300,5700,"Forest",NA,NA,NA,"GHG"
"7133",6500,5700,"Forest",NA,NA,NA,"GHG"
"7134",6700,5700,"Forest",NA,NA,NA,"GHG"
"7135",6900,5700,"Forest",NA,NA,NA,"GHG"
"7136",7100,5700,"Beef",16.6276110781136,35.9095270707225,597.089650130966,"GHG"
"7137",7300,5700,"Forest",NA,NA,NA,"GHG"
"7138",7500,5700,"Beef",18.5913220756054,42.2854996399583,786.143342934362,"GHG"
"7139",7700,5700,"Beef",8.00496501143877,42.361547029418,339.102701800909,"GHG"
"7140",7900,5700,"Corn",0.323293487070913,5775.09955898101,1867.05207460466,"GHG"
"7141",8100,5700,"Corn",0.422602882076252,6807.21826019215,2876.75005567929,"GHG"
"7142",8300,5700,"Corn",5.51297092439523,8004.15956401808,44126.6989506517,"GHG"
"7143",8500,5700,"Corn",2.57948589540963,5786.04934750678,14925.0326820378,"GHG"
"7144",8700,5700,"Corn",0.361206028388622,6026.12436307551,2176.67244776242,"GHG"
"7145",8900,5700,"Corn",1.56607832661606,4994.82507302605,7822.28729210457,"GHG"
"7146",9100,5700,"Corn",1.37151427923193,7436.0846960226,10198.696342173,"GHG"
"7147",9300,5700,"Corn",0.400302891947245,7068.4716311438,2829.52963559392,"GHG"
"7148",9500,5700,"Beef",69.1371590152083,38.1530478817845,2637.79333831779,"GHG"
"7149",9700,5700,"Forest",NA,NA,NA,"GHG"
"7150",9900,5700,"Forest",NA,NA,NA,"GHG"
"7151",10100,5700,"Forest",NA,NA,NA,"GHG"
"7152",10300,5700,"Forest",NA,NA,NA,"GHG"
"7153",10500,5700,"Forest",NA,NA,NA,"GHG"
"7154",10700,5700,"Forest",NA,NA,NA,"GHG"
"7155",10900,5700,"Forest",NA,NA,NA,"GHG"
"7156",11100,5700,"Water",NA,NA,NA,"GHG"
"7157",11300,5700,"Water",NA,NA,NA,"GHG"
"7158",11500,5700,"Water",NA,NA,NA,"GHG"
"7159",11700,5700,"Water",NA,NA,NA,"GHG"
"7160",11900,5700,"Water",NA,NA,NA,"GHG"
"7161",12100,5700,"Water",NA,NA,NA,"GHG"
"7162",12300,5700,"Water",NA,NA,NA,"GHG"
"7163",12500,5700,"Water",NA,NA,NA,"GHG"
"7164",12700,5700,"Water",NA,NA,NA,"GHG"
"7165",12900,5700,"Water",NA,NA,NA,"GHG"
"7166",13100,5700,"Water",NA,NA,NA,"GHG"
"7167",13300,5700,"Water",NA,NA,NA,"GHG"
"7168",13500,5700,"Water",NA,NA,NA,"GHG"
"7169",13700,5700,"Water",NA,NA,NA,"GHG"
"7170",13900,5700,"Water",NA,NA,NA,"GHG"
"7171",14100,5700,"Water",NA,NA,NA,"GHG"
"7172",14300,5700,"Water",NA,NA,NA,"GHG"
"7173",14500,5700,"Water",NA,NA,NA,"GHG"
"7174",14700,5700,"Water",NA,NA,NA,"GHG"
"7175",14900,5700,"Water",NA,NA,NA,"GHG"
"7176",15100,5700,"Water",NA,NA,NA,"GHG"
"7177",15300,5700,"Water",NA,NA,NA,"GHG"
"7178",15500,5700,"Water",NA,NA,NA,"GHG"
"7179",15700,5700,"Water",NA,NA,NA,"GHG"
"7180",15900,5700,"Water",NA,NA,NA,"GHG"
"7181",16100,5700,"Water",NA,NA,NA,"GHG"
"7182",16300,5700,"Salmon aquaculture",3.29630899780833,15196.7165040625,50093.0733494837,"GHG"
"7183",16500,5700,"Salmon aquaculture",3.00821594217001,17525.8924481249,52721.6690632063,"GHG"
"7184",16700,5700,"Small pelagic fishery",0.000572663294232682,4870.22866994834,2.78900119379907,"GHG"
"7185",16900,5700,"Small pelagic fishery",0.00355691126298768,6798.4926763362,24.1816351717995,"GHG"
"7186",17100,5700,"Small pelagic fishery",0.0112538124445327,5812.49029540117,65.412675620111,"GHG"
"7187",17300,5700,"Small pelagic fishery",0.00582067754392409,4954.57674071339,28.838993574319,"GHG"
"7188",17500,5700,"Small pelagic fishery",0.00194006083620394,5228.95061053849,10.1444822939504,"GHG"
"7189",17700,5700,"Small pelagic fishery",0.00706049777426769,5255.46951934514,37.1062308440681,"GHG"
"7190",17900,5700,"Small pelagic fishery",0.00510418427245586,6662.60304261895,34.0071536637522,"GHG"
"7191",18100,5700,"Small pelagic fishery",0.00340871837193756,3303.60032961517,11.2610431370982,"GHG"
"7192",18300,5700,"Small pelagic fishery",0.00564132688750077,3897.23447168886,21.9855736120332,"GHG"
"7193",18500,5700,"Small pelagic fishery",0.00120356086595692,3220.56597111126,3.87614716906208,"GHG"
"7194",18700,5700,"Small pelagic fishery",0.00101297197070861,3791.68436789158,3.84086998644815,"GHG"
"7195",18900,5700,"Small pelagic fishery",0.000636271461361636,5561.88462939182,3.53886846106796,"GHG"
"7196",19100,5700,"Small pelagic fishery",0.00192908842836217,5309.05101071386,10.2416288703526,"GHG"
"7197",19300,5700,"Small pelagic fishery",0.00204096846210597,6831.54241518485,13.9429626169315,"GHG"
"7198",19500,5700,"Small pelagic fishery",0.00270912706651326,6488.08627259689,17.5770501309653,"GHG"
"7199",19700,5700,"Small pelagic fishery",0.00400604007698189,6028.72331686644,24.1513072204021,"GHG"
"7200",19900,5700,"Small pelagic fishery",0.0355945717504254,5139.30729968156,182.931442426,"GHG"
"7201",100,5500,"Beef",18.5985662628739,30.2662799228974,562.909412676698,"GHG"
"7202",300,5500,"Forest",NA,NA,NA,"GHG"
"7203",500,5500,"Forest",NA,NA,NA,"GHG"
"7204",700,5500,"Forest",NA,NA,NA,"GHG"
"7205",900,5500,"Forest",NA,NA,NA,"GHG"
"7206",1100,5500,"Forest",NA,NA,NA,"GHG"
"7207",1300,5500,"Forest",NA,NA,NA,"GHG"
"7208",1500,5500,"Forest",NA,NA,NA,"GHG"
"7209",1700,5500,"Forest",NA,NA,NA,"GHG"
"7210",1900,5500,"Forest",NA,NA,NA,"GHG"
"7211",2100,5500,"Forest",NA,NA,NA,"GHG"
"7212",2300,5500,"Forest",NA,NA,NA,"GHG"
"7213",2500,5500,"Forest",NA,NA,NA,"GHG"
"7214",2700,5500,"Forest",NA,NA,NA,"GHG"
"7215",2900,5500,"Water",NA,NA,NA,"GHG"
"7216",3100,5500,"Forest",NA,NA,NA,"GHG"
"7217",3300,5500,"Water",NA,NA,NA,"GHG"
"7218",3500,5500,"Forest",NA,NA,NA,"GHG"
"7219",3700,5500,"Forest",NA,NA,NA,"GHG"
"7220",3900,5500,"Forest",NA,NA,NA,"GHG"
"7221",4100,5500,"Forest",NA,NA,NA,"GHG"
"7222",4300,5500,"Forest",NA,NA,NA,"GHG"
"7223",4500,5500,"Forest",NA,NA,NA,"GHG"
"7224",4700,5500,"Forest",NA,NA,NA,"GHG"
"7225",4900,5500,"Forest",NA,NA,NA,"GHG"
"7226",5100,5500,"Forest",NA,NA,NA,"GHG"
"7227",5300,5500,"Forest",NA,NA,NA,"GHG"
"7228",5500,5500,"Forest",NA,NA,NA,"GHG"
"7229",5700,5500,"Forest",NA,NA,NA,"GHG"
"7230",5900,5500,"Forest",NA,NA,NA,"GHG"
"7231",6100,5500,"Forest",NA,NA,NA,"GHG"
"7232",6300,5500,"Forest",NA,NA,NA,"GHG"
"7233",6500,5500,"Forest",NA,NA,NA,"GHG"
"7234",6700,5500,"Forest",NA,NA,NA,"GHG"
"7235",6900,5500,"Forest",NA,NA,NA,"GHG"
"7236",7100,5500,"Beef",19.6733264472737,33.2922755414509,654.969804899548,"GHG"
"7237",7300,5500,"Beef",6.95216009835093,28.100268293642,195.357563984013,"GHG"
"7238",7500,5500,"Corn",0.672970864586978,10152.3423514186,6832.23060981719,"GHG"
"7239",7700,5500,"Corn",3.73845766876177,11968.7635295556,44744.7158026634,"GHG"
"7240",7900,5500,"Corn",0.362798475886943,7776.50398014913,2821.30379172685,"GHG"
"7241",8100,5500,"Beef",4.70822180078411,28.7162516676108,135.202482138248,"GHG"
"7242",8300,5500,"Corn",17.4103360005634,3137.44765070483,54624.0177829494,"GHG"
"7243",8500,5500,"Corn",0.14019210371311,10059.623307312,1410.2797540135,"GHG"
"7244",8700,5500,"Corn",1.95845072977555,4800.99254246071,9402.50734842916,"GHG"
"7245",8900,5500,"Corn",0.889929539962028,8053.36998645909,7166.93184719354,"GHG"
"7246",9100,5500,"Corn",0.11707317282872,8480.12595431886,992.795251459283,"GHG"
"7247",9300,5500,"Corn",0.739508762581892,8953.42100005282,6621.13328462379,"GHG"
"7248",9500,5500,"Beef",8.18757173845813,56.6650868048031,463.949463280282,"GHG"
