"","Category","High_kg_ha","Low_kg_ha","Freq","SD","ymean","yield_samples"
"1025","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,12072.1675889049
"1026","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8700.97308076854
"1027","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7987.9952406754
"1028","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6458.05107482185
"1029","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6825.19636928583
"1030","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6701.65089694365
"1031","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7860.2120531093
"1032","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7597.37106649487
"1033","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5821.66571795988
"1034","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10730.9833349734
"1035","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9098.53698623826
"1036","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5611.82714407504
"1037","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5508.94794699353
"1038","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7773.84405376114
"1039","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7702.71063913687
"1040","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8831.70431738907
"1041","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,12153.0373314598
"1042","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,11422.9573329052
"1043","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6765.40646379819
"1044","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6839.80367847429
"1045","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8521.95069872888
"1046","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6155.46835384988
"1047","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6289.80679811803
"1048","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8722.61785348592
"1049","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5775.09955898101
"1050","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6807.21826019215
"1051","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8004.15956401808
"1052","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,5786.04934750678
"1053","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,6026.12436307551
"1054","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4994.82507302605
"1055","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7436.0846960226
"1056","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7068.4716311438
"1057","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10152.3423514186
"1058","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,11968.7635295556
"1059","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7776.50398014913
"1060","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,3137.44765070483
"1061","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10059.623307312
"1062","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,4800.99254246071
"1063","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8053.36998645909
"1064","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8480.12595431886
"1065","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8953.42100005282
"1066","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8782.06845236866
"1067","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,8748.49823496338
"1068","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,10655.3466353949
"1069","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,9648.65139496099
"1070","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,11692.9109189198
"1071","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7822.20284462895
"1072","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7404.57778622475
"1073","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7912.61266875799
"1074","Maize (Meal)",12000,4000,1074,2040.81632653061,8000,7598.67610246592
"1075","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,16.6440443845172
"1076","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,42.5913585689506
"1077","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,32.9044676058391
"1078","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,49.7687261326903
"1079","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,43.7714723295484
"1080","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,31.3168964557593
"1081","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,34.4169443938853
"1082","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,46.2872688564011
"1083","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,40.5780602810426
"1084","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,37.8994115185736
"1085","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,52.4662278315496
"1086","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,30.8866959383869
"1087","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,31.269375468209
"1088","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,39.6285485997039
"1089","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,33.2497104435311
"1090","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,19.7719967752245
"1091","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,10.6235348347697
"1092","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,24.4200803636198
"1093","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,26.5139877817766
"1094","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,38.8450269908787
"1095","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,31.7293262120992
"1096","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,21.8274468524615
"1097","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,39.5442390448584
"1098","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,31.1116084951771
"1099","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,29.9007990985326
"1100","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,46.5151679846347
"1101","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,39.8116525062032
"1102","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,33.7981909085861
"1103","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,27.7786696209347
"1104","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,28.990464431104
"1105","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,18.8213426852227
"1106","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,46.0829395170667
"1107","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,23.3846737410988
"1108","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,28.3922903620126
"1109","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,29.2264855114074
"1110","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,21.648930000827
"1111","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,40.2623482086703
"1112","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,37.4400308169711
"1113","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,39.2029642370659
"1114","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,46.7352708458719
"1115","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,32.6919805311747
"1116","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,31.2116951260656
"1117","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,44.5765305314127
"1118","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,48.3098244157974
"1119","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,27.2365982551699
"1120","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,35.4063598930217
"1121","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,26.3620052329565
"1122","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,33.1905979853507
"1123","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,32.1033740787511
"1124","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,37.9268230034693
"1125","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,32.2637570610622
"1126","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,33.6718160018843
"1127","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,27.6322986261721
"1128","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,37.9031046504673
"1129","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,27.2459357915683
"1130","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,27.7707958510331
"1131","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,26.9260947194823
"1132","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,36.8557896872115
"1133","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,25.8793285327464
"1134","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,40.3627415643396
"1135","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,40.309933271702
"1136","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,49.2009784740284
"1137","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,41.9077776701639
"1138","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,27.9442160615911
"1139","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,34.0991555624655
"1140","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,22.9125672014397
"1141","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,32.3442205120422
"1142","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,46.7536349893525
"1143","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,44.328190648042
"1144","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,33.9452961912763
"1145","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,27.7650987350293
"1146","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,35.6402923539312
"1147","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,35.1325922427283
"1148","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,28.865655400395
"1149","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,29.6748881805566
"1150","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,41.0533637300542
"1151","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,39.6884950834758
"1152","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,42.8996377929679
"1153","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,25.8289713797883
"1154","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,26.8536488464256
"1155","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,37.1276807001366
"1156","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,40.1495315762231
"1157","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,40.6593223269963
"1158","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,33.6576632987497
"1159","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,35.0828127928487
"1160","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,26.6130062716211
"1161","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,39.6561041477032
"1162","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,32.3527893317331
"1163","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,32.6375096001946
"1164","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,20.5858989924159
"1165","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,26.7348422517069
"1166","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,36.7920710711679
"1167","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,32.0617957111907
"1168","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,31.6368237323336
"1169","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,30.1796280425386
"1170","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,44.5369704033487
"1171","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,32.3142349631781
"1172","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,33.3272470140075
"1173","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,42.1991819635944
"1174","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,27.7230255241337
"1175","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,35.7637865908578
"1176","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,31.5707393517884
"1177","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,36.597955190166
"1178","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,30.412792250781
"1179","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,33.2390315598337
"1180","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,36.0862989959809
"1181","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,45.047944802304
"1182","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,26.5521064038749
"1183","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,31.9671333877221
"1184","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,34.7195433073997
"1185","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,51.2099989917711
"1186","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,35.7926714358081
"1187","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,27.0887532385224
"1188","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,22.5500848852566
"1189","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,30.2816752656723
"1190","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,26.7726556978747
"1191","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,46.0825619709682
"1192","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,28.5215792280362
"1193","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,16.6436047427049
"1194","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,58.0429742965441
"1195","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,37.6743756711752
"1196","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,37.2603385874438
"1197","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,30.421366059075
"1198","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,41.327515388848
"1199","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,38.5732793154845
"1200","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,26.750072746544
"1201","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,40.0063722376146
"1202","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,26.8429742103689
"1203","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,32.1718853908741
"1204","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,27.6441351275145
"1205","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,33.3840862223409
"1206","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,45.7910216147398
"1207","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,39.0053831939604
"1208","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,39.1678004304628
"1209","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,39.213901608998
"1210","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,33.7379703518069
"1211","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,37.8511804840074
"1212","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,36.5503110243371
"1213","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,33.009482342438
"1214","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,24.7924715629221
"1215","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,22.4765281144054
"1216","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,36.2811675282013
"1217","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,28.488262561838
"1218","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,42.2548612758896
"1219","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,43.437016709622
"1220","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,18.5571689831418
"1221","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,24.7747906400508
"1222","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,40.2253430303726
"1223","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,35.3126776577787
"1224","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,16.3505076619291
"1225","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,36.5294729319818
"1226","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,11.3060730084997
"1227","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,36.0096180008271
"1228","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,41.805032265365
"1229","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,26.0896451251117
"1230","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,29.240061209093
"1231","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,34.1701152204846
"1232","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,21.2775824930317
"1233","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,42.5789913213461
"1234","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,38.8358963263582
"1235","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,41.1393831372306
"1236","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,40.8124480750528
"1237","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,29.3713321404452
"1238","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,46.1885778820036
"1239","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,45.899419301651
"1240","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,40.2034534312113
"1241","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,35.5150127429256
"1242","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,31.4054458946024
"1243","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,35.9535904918445
"1244","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,36.2578823547597
"1245","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,44.207619379811
"1246","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,16.913780247341
"1247","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,43.7482847706521
"1248","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,34.2798805572661
"1249","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,29.8111974560759
"1250","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,32.2388977991049
"1251","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,22.0703242842265
"1252","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,38.5744004420769
"1253","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,30.2761870189322
"1254","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,37.008280034928
"1255","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,28.9108429319748
"1256","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,25.3618467725111
"1257","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,34.6131062472978
"1258","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,36.6579238176599
"1259","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,33.208175008114
"1260","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,21.80163624196
"1261","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,25.6556775099725
"1262","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,31.1644757463442
"1263","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,39.6796736009441
"1264","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,31.2012689349461
"1265","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,29.4318431871481
"1266","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,35.6896726664227
"1267","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,31.1223874907116
"1268","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,13.5456899200088
"1269","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,38.3147957458371
"1270","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,30.4481165730785
"1271","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,34.2164432950293
"1272","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,49.23305153747
"1273","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,32.4048390569518
"1274","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,32.8305090077059
"1275","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,43.6152443428533
"1276","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,35.0756477105846
"1277","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,15.9589343269718
"1278","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,35.3846331946044
"1279","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,29.4487635228628
"1280","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,35.7638456375888
"1281","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,39.9498782079585
"1282","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,42.9246848575757
"1283","Bovine Meat (Beef Herd)",50,16.6666666666667,1075,8.50340136054422,33.3333333333333,26.7081335554222
